title,type,location,bedroom,bathroom,size_sqm,price
apartment for sale at prime location - almaza ,Twin House,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3,3,185,"5,200,000"
ارخص سعر تاون هاوس بالعاصمه الاداريه ,Apartment,"Omar Ibn Al Khattab St., Almazah, Heliopolis - Masr El Gedida, Cairo",3,2,200,"3,200,000"
Best Price Apartment in Boulevard 238m ,Townhouse,"R7, New Capital City, Cairo",3,3,213,"2,650,000"
sale apartment prime location in bnfsag 8 ,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,238,"6,900,000"
Apartment for sale in fifth square new cairo 172m,Apartment,"Al Sheikh Abdullah Mosalamy St., El Banafseg 7, El Banafseg, New Cairo City, Cairo",3,2,220,"2,900,000"
Garden villa 220 sqm over 9 year new capital,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,3,172,"3,212,475"
Apartment for sale in fifth square 160 m,Villa,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3,4,220,"3,500,000"
للبيع شقه رائعه موقع مميز بسعر مناسب جدا للجادين ,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,206,"3,650,000"
cfc compound apartment for sale,Apartment,"Fifth Square, North Investors Area, New Cairo City, Cairo",3,2,160,"2,885,000"
للبيع شقه رائعه موقع متميز بسعر مناسب للجادين,Apartment,"Mostafa Helmy St., Almazah, Heliopolis - Masr El Gedida, Cairo",5,3,295,"2,400,000"
apartment for sale sierras uptown fully finishing,Apartment,"IL Bosco, New Capital Compounds, New Capital City, Cairo",2,2,122,Ask
apartment 164m for sale at palm hills new cairo,Villa,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6,550,"10,300,000"
Apartment | Sale |Saryat Al Maadi,Apartment,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2,2,139,"4,200,000"
للبيع شقه رائعه موقع مميز كاملة التشطيب بسعر مناسب,Apartment,"Ibn Sina St., El Ismailia Square, Heliopolis - Masr El Gedida, Cairo",6,3,360,"3,600,000"
فرصه  توين هاوس كورنر للبيع فى فالينو أمام الرحاب,Apartment,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,245,"7,500,000"
"Villa for sale, finishing with swimming pool",Villa,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,4,540,"9,000,000"
The best and cheapest apartment for sale ,Apartment,"Masaken Zahraa Nasr City St., Zahraa Madinat Nasr, Nasr City, Cairo",3,3,171,"1,899,000"
Twin house for sale  Palm hills new cairo ,Twin House,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,385,"9,000,000"
شقة 320 متر 4 غرف متشطبة بالتكييفات في أرض الجولف ,Apartment,"Al Shaheed Mostafa Shams El Deen St., El Hegaz Square, El Nozha, Cairo",4,3,320,"4,150,000"
"Apartment 175m for sale Madinaty B8, 3 bedroom 2ba",Apartment,"Madinaty, Cairo",3,3,175,"1,885,000"
I own a special apartment in Nasr City,Apartment,"Youssef Abbas St., El Estad, Nasr City, Cairo",3,2,180,"1,650,000"
Town house corner for sale at The Square New Cairo,Townhouse,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,268,"4,400,000"
Now at Golf Porto Cairo  only 5 % down payment,Apartment,"Golf Porto Cairo, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,143,"2,360,000"
With carnations 8 steps to rehab,Apartment,"El Koronfel, The 5th Settlement, New Cairo City, Cairo",3,3,220,"1,700,000"
شقة بحري 185م استلام فوري بتسهيلات على 3 سنوات,Apartment,"2/2, Al Andalus District, New Cairo City, Cairo",3,3,185,"1,350,000"
for sale apartment prime location in bnfsaj 2 ,Apartment,"El Banafseg 2, El Banafseg, New Cairo City, Cairo",3,3,207,"2,000,000"
Villa | landscape view | 356 sqm,Villa,"IL Bosco, New Capital Compounds, New Capital City, Cairo",4,4,325,"4,200,000"
villa stand alone for sale in compound plagio ,Villa,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,356,"16,000,000"
For sale Twin house in bellagio compound new cairo,Villa,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",7,7,"1,150","17,500,000"
Apartment 254 SQM For Sale In Uptown Cairo Sierras,Villa,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",4,4,490,"11,000,000"
Lowest price Apartment 3 bedrooms sale at Sheraton,Apartment,"The Sierras, Uptown Cairo, Mokattam, Cairo",3,3,254,"7,300,000"
" in front of the signal house, Al-Thawra Street",Apartment,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3,4,176,"2,750,000"
Mountain view 2 Stand alone villa for sale ,Apartment,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3,2,115,"1,500,000"
"Fully finished apartment 193m in Hyde Park, view, landscape, marine",Apartment,"Porto Heliopolis, Almazah, Heliopolis - Masr El Gedida, Cairo",Studio,1,57,"1,238,000"
فيلا للبيع في كريك تاون - القاهره الجديده,Villa,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,5,600,"18,000,000"
"For sale in Al-Rehab Apartment 211m, the fifth stage, View Garden",Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,193,"3,300,000"
Apartment next to the American University inside the Regency Compound,Apartment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,193,"3,300,000"
"finished duplex, directly behind Al-Zohour Club  .",Duplex,"New Cairo City, Cairo",4,4,300,"4,000,000"
A great opportunity in El-Shorouk City,Villa,"Shorouk City, Cairo",7,8,"1,300","15,000,000"
للبيع شقة  300 متربفيو امام سيتي ستارز,Apartment,"Heliopolis - Masr El Gedida, Cairo",4,2,400,"4,250,000"
Apartment at Nile corniche| ultra super lux,Apartment,"Hay Helwan, Cairo",3,2,257,"7,000,000"
"Apartment in Nasr City, Melsa Compound",Apartment,"Nasr City, Cairo",3,1,137,"1,500,000"
"I own an apartment of 160 m in L'Avenir, Mostakbal City, with a distinctive view",Apartment,"L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,160,"2,350,000"
For sale in Al Rehab House Town T1 model overlooking the wide garden,Townhouse,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,221,"7,000,000"
"160 m, private finishing, wide gardenwith kitchen furniture",Apartment,"Madinaty, Cairo",3,3,160,"3,100,000"
Fully finished apartment for sale in Uptown Cairo compound,Apartment,"Aurora, Uptown Cairo, Mokattam, Cairo",3,3,236,"7,500,000"
CFC Stand alone villa (V2) very prime,Villa,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4,7,550,"18,500,000"
فيلتك بسعر شقه في ارقي احياء القاهره الجديدة0%مقدم,Townhouse,"Zizinia Al Mostakbal, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3,210,"5,000,000"
Apartment for sale In manial Nile View ,Apartment,"Abd Al Aziz Aal Seoud St., El Manial, Hay El Manial, Cairo",3,3,206,"6,000,000"
Best price -town house- Near Auc,Townhouse,"Eastshire compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,166,"4,300,000"
Villa 740m fully finished in View Garden for sale in Uptown Compound,Villa,"Street Of Dreams, Uptown Cairo, Mokattam, Cairo",4,3,740,"74,800,000"
"For sale in Rehab apartment 196 m in the fifth phase, a repeating role",Apartment,"Ibn Al Haytham St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",3,3,196,"3,250,000"
Apartment for sale in El Shorouk City,Apartment,"Shorouk City, Cairo",3,3,310,"1,574,000"
شقه بدون مقدم استلام فورى بالتجمع الخامس بالم هيلز,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160,"1,600,000"
Standalone With Amazing View In Levana - Uptown,Villa,"Levana, Uptown Cairo, Mokattam, Cairo",5,5,386,"20,000,000"
"Own a villa in the Fifth Settlement, immediate receipt of furniture",Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8,8,170,"2,620,000"
Duplex for sale ultra super lux finishing / garden in neighborhoods,Villa,"El Yasmeen 1, El Yasmeen, New Cairo City, Cairo",8,8,"1,500","65,000,000"
Twin house for sale fully finished with swimming pool and kitchen,Duplex,"District 2, The 5th Settlement, New Cairo City, Cairo",3,2,270,"3,370,000"
I own a penthouse of 172 meters in Al Marasem compound with a distinctive view,Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,187,"4,700,000"
For sal villa stand alone in rehab01223418780 نموذج  E مج2 - ارض ٣٩٦ و مباني ٣٢٨ - عدد اللڤنج روم ٢ - عدد الغرف ٤ + ١ غرفة مستر - عدد الحمامات ٤ - عدد,Twin House,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,350,"10,500,000"
شقة مطلة على النيل و الاهرامات. ابراج عثمان,Villa,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4,4,440,"10,110,000"
Villa for sale in Gardenia Springs 447 m,Apartment,"Cornish El Nile St., Bulaq Abo El Ela, Cairo",3,3,380,"9,250,000"
Apartment for sale 171 SQM in Palm Hills new Cairo,Villa,"Gardenia Springs, Ext North Inves Area, New Cairo City, Cairo",7,6,447,"9,750,000"
Apartment for sale in Thawra street-Heliopolis,Apartment,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,171,"2,971,037"
فيلا لقطه للبيع في جاردينيا سبرنجز تشطيب سوبر لوكس,Apartment,"Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo",5,3,415,"11,631,600"
Apartment for sale in Eastown (“Sodic ” New Cairo),Villa,"Gardenia Springs, Ext North Inves Area, New Cairo City, Cairo",3,4,820,"14,000,000"
للبيع شقه موقع متميز اب تاون كايروا تشطيب بالكامل ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,156,"3,800,000"
"At heart of New Cairo Villa 240 m  with DP 450,000",Apartment,"Aurora, Uptown Cairo, Mokattam, Cairo",2,2,190,Ask
Landscape view-Apartment for sale-District 5,Townhouse,"Landmark Village, Ext North Inves Area, New Cairo City, Cairo",3,3,240,"9,000,000"
للبيغ شقه رائعه كاملة التشطيب بسعر مناسب للجادين,Apartment,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,140,"1,845,000"
Spacious apartment for sale in Mivida,Apartment,"Mohammad Ghonaim St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",4,3,350,"4,000,000"
Apartment for sale in Eastown Residence,Apartment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,211,"10,333,888"
Villa792 model M single for sale in Al Rehab Hills,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,1,216,"6,441,000"
فيلا للبيع فى حسن علام / موقع مميز / سعر لقطه ,Villa,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4,3,360,"12,000,000"
للبيع او للايجار توين هاوس رائع بسعر مناسب للجادين,Villa,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,3,250,"9,800,000"
Duplex for sale in Eastown Residence,Twin House,"Golden Heights, North Investors Area, New Cairo City, Cairo",5,4,340,"8,000,000"
Apartments For sale in The Icon 2 Residence       ,Duplex,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,1,236,"5,310,000"
For sale special finishes 149  b10good location I,Apartment,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,147,"2,087,400"
تاون هاوس استلام تقسيط 4 غرف ديستريكت 5 التجمع,Apartment,"Madinaty, Cairo",3,3,149,"2,800,000"
جراند فيلا مقدم 5%/8 سنوات كمبوند مميزالتجمع الاول,Townhouse,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5,350,"10,000,000"
Apartments For sale in The Icon Residence Compound,Villa,"Stei8ht, The 1st Settlement, New Cairo City, Cairo",6,6,540,"1,270,000"
فيلا بكمبوند خلف الجامعه الامريكيه,Apartment,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,135,"1,990,725"
apartment in east town under market price,Villa,"Royal Lagoon, North Investors Area, New Cairo City, Cairo",6,5,459,"8,000,000"
شقة للبيع فى التجمع الخامس حى شرق الأكادميه ,Apartment,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,132,"3,118,682"
فيلا للبيع بالفرش تشطيب سوبر لوكس وايد جاردن F,Villa,"Madinaty, Cairo",4,4,750,"19,000,000"
Best Price Apartment in Blue Vert ,Apartment,"Bleu Vert, New Capital Compounds, New Capital City, Cairo",2,2,140,"2,486,920"
أول كومبوند سكني بالطراز الايطالي|تشطيب كامل,Duplex,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,4,220,"2,914,000"
بمقدم 20 % استلم شقتك في icon residence التجمع,Apartment,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,178,"2,225,000"
شقة للبيع 128م بكمبوند SARAI NEW CAIRO استلام فوري,Apartment,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2,128,"1,601,082"
فيلا للبيع فيو الجولف جاهزه للسكن سوبرلوكس ارض800م,Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,166,"2,603,000"
للبيع شقة 160 متر في كمبوند الباتيو كازا في الشروق,Villa,"Madinaty, Cairo",4,4,800,"15,300,000"
شقه مميزه للبيع في مدينتي 140 متر b10             ,Apartment,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3,3,160,"2,940,000"
شقه لقطه للبيع في مدينتي 135 متر b3               ,Apartment,"Madinaty, Cairo",3,2,140,"2,200,000"
شقة متميزة فى اخر ش الحجاز امام نادى الشمس 190م,Apartment,"Madinaty, Cairo",3,2,135,"2,300,000"
شقه للبيع بموقع متميز في مدينتي,Apartment,"Al Hegaz St., El Mahkama Square, Heliopolis - Masr El Gedida, Cairo",3,2,190,"2,250,000"
مدينتى شقه نموذج 600 للبيع كاش المرحله الاولى,Apartment,"Madinaty, Cairo",3,1,140,"1,900,000"
شقة للبيع في مدينتي 140م فيو جاردن ,Apartment,"Madinaty, Cairo",3,4,275,"4,000,000"
شقة لقطه 116م للبيع في مدينتي  B11 فيو بارك وجاردن,Apartment,"Madinaty, Cairo",3,2,140,"2,650,000"
شقه بمدينتى للبيع 103م بـ B6 بفيو مفتوح غير مجروحه,Apartment,"Madinaty, Cairo",3,2,116,"1,700,000"
شقة 200م ارضي للبيع بمدينتي بحديقة 70م B8 فيوجاردن,Apartment,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,170,"2,350,000"
شقة 168م في ارقى مجموعات مدينتي للبيع  B8فيو جاردن,Apartment,"Madinaty, Cairo",3,2,103,"1,650,000"
بالرحاب شقة 211م للبيع فيو جاردن تشطيب سوبرلوكس   ,Apartment,"Madinaty, Cairo",3,3,200,"2,000,000"
شقتك فيو مفتوح بمقدم 15% بجوارالنادي الاهلي مباشرة,Apartment,"Madinaty, Cairo",3,2,168,"3,500,000"
شقه ١٤٣م للبيع بفيو مميز واااااايد جاردن بمدينتي  ,Apartment,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3,3,211,"3,750,000"
شقة للبيع في مدينتي مساحة 92م - B6,Apartment,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3,3,150,"1,250,000"
شقه200م للبيع بالنرجس عمارات تشطيب الترا سوبر لوكس,Apartment,"Madinaty, Cairo",3,1,143,"1,900,000"
امتلك شقتك الان  206م بالتجمع_الخامس بمقدم ٢٠٪,Apartment,"Madinaty, Cairo",2,1,92,"1,200,000"
for sale apartment with garden ,Apartment,"The brooks, El Katameya Compounds, El Katameya, New Cairo City, Cairo",1,2,80,"1,481,000"
فيلا للبيع التجمع كمبوند جراند ريزدنس 18000000,Villa,"Grand Residence, South Investors Area, New Cairo City, Cairo",5,4,426,"18,000,000"
بنتهاوس 202.5 متر بأرقي مناطق زهراء المعادي,Penthouse,"2nd Sector, Zahraa El Maadi, Hay El Maadi, Cairo",4,4,202,"2,313,000"
استلم شقتك فيو مفتوح بأفضل مناطق اللوتس الشماليه  ,Apartment,"North Lotus, El Lotus, New Cairo City, Cairo",3,2,159,"1,450,000"
للبيع فيلانموذجi في مدينتيVG5  فيوشارع بدون تشطيب ,Villa,"Madinaty, Cairo",3,2,238,"4,200,000"
شقة للبيع 154م بكمبوند كابيتال جاردنز ,Apartment,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,3,154,Ask
