Price,Area,Rooms,Bathrooms,Floor Level,Year Built,Seller Type,View,Payment Method,Location,Amenities,Price_Numeric,Calculated_Price_Per_Meter
"5,300,000 EGP",165,3,2 bathroom,6,2002,Broker,Main Street,Cash,El Nozha St.,Basic,5300000,32121.21
"5,500,000 EGP",175,3,2 bathroom,3,2025,Broker,Corner,Cash,Rock Eden Compound,Basic,5500000,31428.57
"6,000,000 EGP",170,3,2 bathroom,,,EG-6588113,Side Street,Cash,Unknown,Basic,6000000,35294.12
"6,200,000 EGP",165,3,2 bathroom,,,EG-6588104,Side Street,Cash,Unknown,Basic,6200000,37575.76
"11,200,000 EGP",155,3,3 bathroom,4,2029,Broker,Garden,Cash or Installments,المستقبل كمبوند اليفا,Basic,11200000,72258.06
"3,724,000 EGP",158,2,2 bathroom,2,2025,Broker,Main Street,Cash,Almaqsad Park,Park,3724000,23569.62
"4,101,000 EGP",174,3,3 bathroom,2,2025,Broker,Main Street,Cash,Almaqsad Park,Park,4101000,23568.97
"4,300,000 EGP",102,2,2 bathroom,4,2018,Broker,Main Street,Cash,كمبوند الاشرفية,Basic,4300000,42156.86
"3,575,000 EGP",120,2,2 bathroom,4,2026,Broker,Main Street,Cash,Il Mondo Compound,Basic,3575000,29791.67
"7,700,000 EGP",146,3,3 bathroom,2,2029,Broker,Garden,Cash or Installments,De Joya 4,"Finished, Installment",7700000,52739.73
"3,700,000 EGP",140,3,3 bathroom,4,2025,Broker,Garden,Cash,دار مصر أكتوبر,"فيو, تشطيب",3700000,26428.57
"2,700,000 EGP",130,2,2 bathroom,1,2030,Cash,Main Street,Cash,Twelfth Neighborhood,Basic,2700000,20769.23
"4,860,000 EGP",133,3,3 bathroom,1,2028,Broker,Garden,Cash or Installments,كمبوند ادريس هوم,Basic,4860000,36541.35
"1,380,000 EGP",80,2,1 bathroom,1,2019,Broker,Main Street,Cash,كمبوند دجلة بالمز,Basic,1380000,17250
"4,955,000 EGP",182,3,3 bathroom,2,2026,Broker,Main Street,Cash,Il Mondo Compound,Finished,4955000,27225.27
"5,300,000 EGP",151,2,1 bathroom,2,2019,Broker,Main Street,Cash,الخمائل,Basic,5300000,35099.34
"2,150,000 EGP",95,2,1 bathroom,4,2025,Broker,Pool,Cash,Kattameya Gate Compound,Basic,2150000,22631.58
"4,125,000 EGP",132,2,2 bathroom,1,2026,Broker,Main Street,Cash,Il Mondo Compound,Finished,4125000,31250
"4,600,000 EGP",90,2,1 bathroom,3,2026,Broker,Garden,Cash,Unknown,Basic,4600000,51111.11
"7,950,000 EGP",134,3,2 bathroom,1,2019,Broker,Main Street,Cash,كمبوند ذا أدريس,Basic,7950000,59328.36
"5,200,000 EGP",130,3,2 bathroom,1,2020,Broker,Main Street,Cash,جنة زايد,Basic,5200000,40000
"5,500,000 EGP",191,3,2 bathroom,1,2015,Broker,Main Street,Cash,Unknown,Garden,5500000,28795.81
"1,850,000 EGP",125,3,1 bathroom,10,2015,Broker,Main Street,Cash,عين شمس,Basic,1850000,14800
"3,640,000 EGP",260,3,3 bathroom,2,2025,Broker,Garden,Cash,Unknown,Basic,3640000,14000
"21,000,000 EGP",215,3,3 bathroom,,2025,Broker,Garden,Cash,Westridge,Basic,21000000,97674.42
"5,350,000 EGP",145,3,2 bathroom,3,2025,Broker,Corner,Cash,Mv Park,View,5350000,36896.55
"3,000,000 EGP",150,3,2 bathroom,1,2025,Broker,Back,Cash,7Th District (Villas),Elevator,3000000,20000
"2,000,000 EGP",135,3,1 bathroom,3,1997,Broker,Side Street,Cash,شارع طومان باي,Basic,2000000,14814.81
"16,300,000 EGP",195,3,3 bathroom,2,2029,Broker,Garden,Cash or Installments,كمبوند اليفا,Basic,16300000,83589.74
"4,200,000 EGP",140,3,2 bathroom,2,2027,Broker,Garden,Cash,Unknown,فيو,4200000,30000
"1,265,000 EGP",150,3,3 bathroom,3,2025,Broker,Side Street,Cash or Installments,Unknown,Basic,1265000,8433.33
"1,560,000 EGP",141,3,1 bathroom,9,2015,Broker,Side Street,Cash or Installments,ارقي مناطق فيصل,Basic,1560000,11063.83
"6,000,000 EGP",175,3,2 bathroom,2,2025,Broker,Other,Cash,Neighborhood 5Th,Basic,6000000,34285.71
"1,550,000 EGP",140,3,1 bathroom,9,2015,Broker,Side Street,Cash or Installments,One Of The,Basic,1550000,11071.43
"10,500,000 EGP",149,3,3 bathroom,3,2026,Broker,Main Street,Installments,Village West Compound,Basic,10500000,70469.8
"1,570,000 EGP",143,3,1 bathroom,9,2015,Broker,Side Street,Cash or Installments,مكان مميز بشارع,تشطيب,1570000,10979.02
"5,000,000 EGP",140,1,2 bathroom,4,2021,Broker,Main Street,Cash,Gleem – Steps,Sea,5000000,35714.29
"3,500,000 EGP",115,2,1 bathroom,3,2025,Broker,Garden,Cash,ابو الهول 1,Basic,3500000,30434.78
"10,786,000 EGP",145,3,3 bathroom,2,2027,Broker,Garden,Installments,Village West Compound,Basic,10786000,74386.21
"7,300,000 EGP",180,3,2 bathroom,4,2006,Broker,Main Street,Cash,Stanley,Basic,7300000,40555.56
"4,600,000 EGP",90,2,1 bathroom,3,2016,Broker,Main Street,Cash,حدائق المهندسين,Basic,4600000,51111.11
"1,850,000 EGP",80,2,1 bathroom,11,2016,Broker,Side Street,Cash,ميدان ابن الحكم,Basic,1850000,23125
"3,500,000 EGP",160,3,2 bathroom,3,2025,Broker,Garden,Cash,المستثمر الصغير,Basic,3500000,21875
"6,680,000 EGP",173,3,3 bathroom,1,2025,Broker,Other,Installments,Bloom Fields –,Finished,6680000,38612.72
"10,065,000 EGP",164,3,3 bathroom,3,2025,Broker,Main Street,Installments,Village West Compound,Basic,10065000,61371.95
"2,754,000 EGP",153,3,2 bathroom,2,2025,Broker,Garden,Cash,الحي الخامس,Basic,2754000,18000
"12,280,000 EGP",307,3,3 bathroom,2,2020,Broker,Main Street,Installments,Unknown,Facilities,12280000,40000
"5,800,000 EGP",210,3,3 bathroom,9,2015,Broker,Main Street,Cash,Unknown,"فيو, الترا",5800000,27619.05
"3,192,000 EGP",133,3,2 bathroom,,2025,Broker,Other,Installments,Cash And Get,"Garden, Cash",3192000,24000
"6,500,000 EGP",158,3,2 bathroom,3,2028,Broker,Other,Installments,كمبوند ذا ايكون,Basic,6500000,41139.24
"12,000,000 EGP",115,2,1 bathroom,2,2029,Broker,Corner,Cash or Installments,Aliva Compound,Finished,12000000,104347.83
"1,299,000 EGP",155,3,3 bathroom,4,2026,Broker,Side Street,Cash or Installments,El Omaraa St.,Basic,1299000,8380.65
"10,786,000 EGP",154,3,3 bathroom,2,2027,Broker,Main Street,Installments,Village West Compound,Basic,10786000,70038.96
"5,400,000 EGP",115,2,2 bathroom,2,2028,Broker,Other,Installments,كمبوند ذا ايكون,Basic,5400000,46956.52
"5,500,000 EGP",200,3,3 bathroom,1,2017,Broker,Main Street,Cash,Obour 5Th District,Basic,5500000,27500
"1,700,000 EGP",160,3,2 bathroom,3,2025,Broker,Side Street,Cash,Unknown,Basic,1700000,10625
"4,100,000 EGP",230,3,2 bathroom,2,2024,Broker,Main Street,Cash,Unknown,"Finished, Elevator",4100000,17826.09
"9,302,000 EGP",176,3,2 bathroom,3,2028,Broker,Other,Installments,كمبوند ذا ايكون,Basic,9302000,52852.27
"1,000,000 EGP",140,3,2 bathroom,7,2025,Broker,Side Street,Cash,شارع محمود الجمال,Basic,1000000,7142.86
"1,700,000 EGP",160,3,2 bathroom,3,2025,Broker,Main Street,Cash,Unknown,Basic,1700000,10625
"4,000,000 EGP",230,3,2 bathroom,1,2025,Broker,Garden,Installments,الحي الرابع,Basic,4000000,17391.3
"2,600,000 EGP",104,2,2 bathroom,7,2025,Broker,Main Street,Cash,كمبوند المعادي ديونز,Basic,2600000,25000
"3,500,000 EGP",155,3,2 bathroom,2,2022,Broker,Garden,Cash,Unknown,"View, Elevator",3500000,22580.65
"11,000,000 EGP",135,2,2 bathroom,2,2025,Broker,Garden,Cash,ذا كورت يارد,Basic,11000000,81481.48
"3,500,000 EGP",193,3,2 bathroom,2,2025,Broker,Garden,Cash,الحي الثاني,Basic,3500000,18134.72
"7,390,000 EGP",168,3,2 bathroom,4,2024,Broker,Main Street,Cash or Installments,A Prime Location,Basic,7390000,43988.1
"3,470,000 EGP",170,3,3 bathroom,1,2025,Broker,Main Street,Cash or Installments,Uptown October –,Basic,3470000,20411.76
"5,000,000 EGP",165,3,3 bathroom,4,2025,Broker,Other,Cash,Green Square Compound,Basic,5000000,30303.03
"3,700,000 EGP",191,3,2 bathroom,1,2025,Broker,Garden,Cash,الحي الثاني,Basic,3700000,19371.73
"7,000,000 EGP",200,3,2 bathroom,2,2026,Broker,Side Street,Cash,شارع المشير أحمد,Basic,7000000,35000
"6,336,000 EGP",198,3,3 bathroom,2,2028,Broker,Pool,Cash or Installments,Address Home 2,Basic,6336000,32000
"6,000,000 EGP",200,3,2 bathroom,1,2025,Broker,Garden,Cash,Area 2,Basic,6000000,30000
"1,700,000 EGP",170,3,2 bathroom,9,2025,Broker,Side Street,Cash,Unknown,Basic,1700000,10000
"5,056,000 EGP",158,3,3 bathroom,2,2028,Broker,Plaza,Cash or Installments,Address Home 2,Basic,5056000,32000
"13,500,000 EGP",125,2,2 bathroom,,2025,Broker,Garden,Cash,Lake View Residence,View,13500000,108000
"3,200,000 EGP",135,3,2 bathroom,1,2025,Broker,Other,Cash,El Maahad St.,Basic,3200000,23703.7
"6,000,000 EGP",170,3,3 bathroom,2,2018,Broker,Main Street,Cash,Unknown,Basic,6000000,35294.12
"4,250,000 EGP",170,3,2 bathroom,1,2019,Broker,Main Street,Cash,الخمائل,Basic,4250000,25000
"5,133,000 EGP",180,3,3 bathroom,1,2027,Developer,Garden,Installments,الحي السادس,Basic,5133000,28516.67
"3,900,000 EGP",120,2,2 bathroom,1,2023,Broker,Back,Cash,اللوتس الجنوبيه تشطيب,تشطيب,3900000,32500
"3,990,000 EGP",133,3,3 bathroom,1,2028,Broker,Main Street,Cash or Installments,طريق احمد زويل,Basic,3990000,30000
"4,256,000 EGP",133,3,3 bathroom,3,2028,Broker,Plaza,Cash or Installments,Address Home 2,Basic,4256000,32000
"10,065,000 EGP",164,3,2 bathroom,3,2025,Broker,Garden,Installments,Village West Compound,Basic,10065000,61371.95
"2,950,000 EGP",185,3,2 bathroom,7,2007,Broker,Main Street,Cash or Installments,Al,Basic,2950000,15945.95
"4,898,000 EGP",158,3,3 bathroom,2,2028,Broker,Main Street,Cash or Installments,طريق احمد زويل,Basic,4898000,31000
"780,000 EGP",80,2,1 bathroom,1,2019,Broker,Main Street,Cash,كمبوند الزراعيين,Basic,780000,9750
"7,981,000 EGP",126,3,2 bathroom,4,2025,Broker,Main Street,Cash or Installments,Unknown,Installment,7981000,63341.27
"7,196,864 EGP",155,3,3 bathroom,3,2026,Broker,Garden,Installments,Sun Capital Compound,Basic,7196864,46431.38
"3,250,000 EGP",115,2,1 bathroom,6,1978,Broker,Main Street,Cash,Sheraton Residences,Basic,3250000,28260.87
"4,470,000 EGP",132,3,2 bathroom,2,2024,Broker,Garden,Cash or Installments,The Heart Of,Basic,4470000,33863.64
"10,700,000 EGP",135,2,2 bathroom,4,2019,Broker,Main Street,Cash,زد تاور,Basic,10700000,79259.26
"5,775,000 EGP",122,3,1 bathroom,3,2019,Broker,Main Street,Cash,أوبرا سيتي,Basic,5775000,47336.07
"2,829,000 EGP",123,3,3 bathroom,1,2027,Broker,Side Street,Cash or Installments,المربع الذهبي,Basic,2829000,23000
"4,800,000 EGP",200,3,2 bathroom,2,2023,Broker,Side Street,Cash,المجاورة السابعة,Basic,4800000,24000
"5,985,000 EGP",178,3,3 bathroom,2,2027,Broker,Side Street,Cash or Installments,Unknown,Basic,5985000,33623.6
"3,700,000 EGP",148,3,2 bathroom,1,2019,Broker,Main Street,Cash,كمبوند جاردينيا الشمس,Basic,3700000,25000
"5,375,000 EGP",215,3,3 bathroom,,,EG-6587756,Corner,Cash or Installments,6Th Of October,Basic,5375000,25000
"18,514,000 EGP",159,3,3 bathroom,1,2025,Broker,Plaza,Cash,Karmel Compound,"Finished, Installment",18514000,116440.25
"3,800,000 EGP",157,3,2 bathroom,3,2020,Broker,Main Street,Cash,كمبوند جاردينيا الشمس,Basic,3800000,24203.82
"5,250,000 EGP",201,3,2 bathroom,2,2019,Broker,Main Street,Cash,Unknown,Basic,5250000,26119.4
"4,600,000 EGP",175,3,2 bathroom,2,2019,Broker,Main Street,Cash or Installments,Unknown,Basic,4600000,26285.71
"5,100,000 EGP",195,3,2 bathroom,4,2026,Broker,Corner,Cash,دار مصر الأندلس,Basic,5100000,26153.85
"4,000,000 EGP",185,3,2 bathroom,2,2019,Broker,Main Street,Cash,الأندلس 1,Basic,4000000,21621.62
"2,200,000 EGP",159,3,1 bathroom,5,2019,Broker,Main Street,Cash,كمبوند حورس,Basic,2200000,13836.48
"3,990,000 EGP",133,3,3 bathroom,3,2028,Broker,Main Street,Cash or Installments,طريق احمد زويل,Basic,3990000,30000
"2,600,000 EGP",70,2,1 bathroom,2,2018,Broker,Main Street,Cash,Unknown,Basic,2600000,37142.86
"8,000,000 EGP",200,3,2 bathroom,1,2026,Broker,Main Street,Cash,شارع د /,كاش,8000000,40000
"6,114,000 EGP",126,2,2 bathroom,1,2025,Broker,Other,Installments,Bloom Fields –,Finished,6114000,48523.81
"2,000,000 EGP",145,2,1 bathroom,11,2007,Broker,Main Street,Cash,Unknown,Basic,2000000,13793.1
"2,400,000 EGP",85,2,1 bathroom,2,2029,Broker,Garden,Installments,Hom Compound,Basic,2400000,28235.29
"3,100,000 EGP",150,2,2 bathroom,3,1992,Developer,Main Street,Cash,Unknown,Basic,3100000,20666.67
"4,123,000 EGP",133,3,3 bathroom,3,2027,Broker,Main Street,Cash or Installments,Ahmed Zewail Rd,Basic,4123000,31000
"6,300,000 EGP",225,3,4 bathroom,1,1990,Broker,Main Street,Cash,شارع محمد فريد,Basic,6300000,28000
"6,300,000 EGP",200,3,3 bathroom,8,2006,Broker,Side Street,Cash,Unknown,Basic,6300000,31500
"7,777,380 EGP",169,3,3 bathroom,,,EG-6588049,Other,Cash or Installments,West El Shorouk,Basic,7777380,46020
"10,545,000 EGP",225,3,2 bathroom,5,2020,Broker,Main Street,Cash,Sporting – Direct,Basic,10545000,46866.67
"3,850,000 EGP",140,3,3 bathroom,5,2025,Broker,Garden,Cash,دار مصر القرنفل,Basic,3850000,27500
"8,300,000 EGP",163,3,3 bathroom,1,2025,Broker,Garden,Installments,كمبوند أكتوبر بلازا,Basic,8300000,50920.25
"1,580,000 EGP",100,2,1 bathroom,2,2024,Broker,Side Street,Cash,المنطقة ط,Basic,1580000,15800
"3,300,000 EGP",195,3,2 bathroom,5,2025,Broker,Garden,Cash,المستثمر الصغير,Basic,3300000,16923.08
"5,000,000 EGP",160,3,2 bathroom,5,2025,Broker,Garden,Cash,كمبوند لايت سيتي,Basic,5000000,31250
"9,833,000 EGP",170,3,3 bathroom,6,2027,Broker,Other,Installments,Taj City,Basic,9833000,57841.18
"1,000,000 EGP",100,2,2 bathroom,,,EG-6586328,Main Street,Cash,Unknown,تشطيب,1000000,10000
"1,800,000 EGP",66,1,1 bathroom,2,2029,Broker,Garden,Installments,Sun Capital Compound,Basic,1800000,27272.73
"5,000,000 EGP",220,3,2 bathroom,3,2024,Broker,Garden,Cash,Gamal Abdel Nasser,Basic,5000000,22727.27
"5,750,000 EGP",180,3,2 bathroom,3,2023,Broker,Main Street,Cash,Beta Greens Compound,Basic,5750000,31944.44
"3,000,000 EGP",172,3,2 bathroom,5,2026,Broker,Other,Installments,كمبوند زيزينيا المستقبل,Basic,3000000,17441.86
"2,450,000 EGP",97,2,1 bathroom,4,2024,Broker,Main Street,Cash,Street 10,Basic,2450000,25257.73
"5,895,575 EGP",117,2,2 bathroom,5,2027,Broker,Garden,Installments,Unknown,View,5895575,50389.53
"11,500,000 EGP",107,2,2 bathroom,1,2029,Broker,Main Street,Cash or Installments,Unknown,تشطيب,11500000,107476.64
"6,500,000 EGP",120,3,2 bathroom,4,2020,Broker,Sea View,Cash,ستالي (بحر مباشر,بحر,6500000,54166.67
"6,732,000 EGP",130,2,2 bathroom,1,2027,Broker,Garden,Installments,Taj City,View,6732000,51784.62
"14,200,000 EGP",181,3,4 bathroom,,2027,Broker,Garden,Cash or Installments,ليك فيو بافضل,فيو,14200000,78453.04
"6,900,000 EGP",175,3,3 bathroom,1,2015,Broker,Pool,Cash,ستون ريزيدنس,Basic,6900000,39428.57
"3,500,000 EGP",180,3,1 bathroom,1,2025,Broker,Garden,Cash,دار مصر القرنفل,Basic,3500000,19444.44
"2,800,000 EGP",150,3,2 bathroom,3,2000,Broker,Other,Cash,Divided From El,Basic,2800000,18666.67
"3,300,000 EGP",115,2,2 bathroom,5,2016,Broker,Other,Cash,Degla Towers,Basic,3300000,28695.65
"1,555,000 EGP",145,3,1 bathroom,9,2015,Broker,Side Street,Cash or Installments,Unknown,Basic,1555000,10724.14
"3,075,000 EGP",123,3,3 bathroom,2,2029,Broker,Main Street,Cash or Installments,طريق 6 اكتوبر,Basic,3075000,25000
"3,000,000 EGP",150,3,2 bathroom,1,2016,Developer,Side Street,Cash,Unknown,Basic,3000000,20000
"2,829,000 EGP",123,3,2 bathroom,2,2027,Broker,Main Street,Cash or Installments,كمبوند ادريس هوم,Basic,2829000,23000
"3,800,000 EGP",170,3,2 bathroom,1,2019,Private Owner,Side Street,Cash,El Shorouq City,Basic,3800000,22352.94
"7,250,000 EGP",300,3,3 bathroom,3,2028,Broker,Pool,Cash or Installments,Unknown,Basic,7250000,24166.67
"4,500,000 EGP",120,2,1 bathroom,7,2025,Broker,Other,Cash,El Hosary,Basic,4500000,37500
"4,714,000 EGP",163,3,3 bathroom,2,2025,Broker,Garden,Installments,جنوب طريق السويس,Basic,4714000,28920.25
"1,600,000 EGP",80,2,1 bathroom,3,2026,Broker,Main Street,Installments,Asia,Basic,1600000,20000
"4,898,000 EGP",158,3,3 bathroom,2,2028,Broker,Lake,Cash or Installments,Ahmed Zewail Rd,Basic,4898000,31000
"7,000,000 EGP",210,3,2 bathroom,2,2025,Broker,Other,Cash,البنفسج 12,Basic,7000000,33333.33
"7,000,000 EGP",175,3,2 bathroom,,2009,Broker,Side Street,Cash,Street 2,Basic,7000000,40000
"12,500,000 EGP",215,3,3 bathroom,3,2026,Broker,Other,Installments,كمبوند امورادا,Basic,12500000,58139.53
"4,500,000 EGP",185,3,3 bathroom,2,2025,Broker,Other,Cash,المستثمر الصغير,Basic,4500000,24324.32
"3,059,000 EGP",133,3,3 bathroom,2,2027,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,3059000,23000
"7,000,000 EGP",230,3,2 bathroom,3,2025,Broker,Other,Cash,كمبوند النخيل,Basic,7000000,30434.78
"6,000,000 EGP",200,3,3 bathroom,1,2026,Broker,Other,Installments,القرنفل فيلات,Basic,6000000,30000
"7,800,000 EGP",195,3,3 bathroom,1,2025,Broker,Main Street,Cash,A Prime Location,Basic,7800000,40000
"12,000,000 EGP",270,5,4 bathroom,,,EG-6587306,Golf Course,Cash,Unknown,لوكس,12000000,44444.44
"2,829,000 EGP",123,3,3 bathroom,4,2028,Broker,Main Street,Cash or Installments,Unknown,تقسيط,2829000,23000
"4,100,000 EGP",140,3,3 bathroom,1,2018,Broker,Side Street,Cash,دار مصر القرنفل,Basic,4100000,29285.71
"1,250,000 EGP",150,3,3 bathroom,1,2025,Broker,Side Street,Cash or Installments,فيصل,Basic,1250000,8333.33
"7,500,000 EGP",115,2,2 bathroom,4,2019,Broker,Garden,Cash,Taj City Compound,Ultra,7500000,65217.39
"2,955,000 EGP",184,3,2 bathroom,7,2007,Broker,Main Street,Cash or Installments,Unknown,Basic,2955000,16059.78
"4,500,000 EGP",100,2,1 bathroom,3,2028,Broker,Pool,Installments,Unknown,Basic,4500000,45000
"3,700,000 EGP",130,2,2 bathroom,,2024,Broker,Main Street,Cash,Gamal Abd El,Basic,3700000,28461.54
"7,000,000 EGP",197,4,3 bathroom,1,2025,Broker,Garden,Cash,شارع الحكمة,Basic,7000000,35532.99
"7,500,000 EGP",276,4,3 bathroom,1,2025,Broker,Main Street,Cash,Mahmoud Sami El,Basic,7500000,27173.91
"9,685,000 EGP",149,3,2 bathroom,,,EG-6585582,Other,Cash or Installments,"لو كابيتال ،",Basic,9685000,65000
"3,500,000 EGP",145,3,2 bathroom,,,EG-6587701,Side Street,Cash,Unknown,View,3500000,24137.93
"5,200,000 EGP",161,3,3 bathroom,,,EG-6587707,Corner,Cash,Unknown,Basic,5200000,32298.14
"2,300,000 EGP",130,3,1 bathroom,5,2001,Broker,Other,Cash,Divided From El,Basic,2300000,17692.31
"16,560,000 EGP",150,3,2 bathroom,3,2025,Broker,Garden,Cash or Installments,Trio Gardens Compound,Garden,16560000,110400
"2,965,000 EGP",182,3,2 bathroom,7,2007,Broker,Main Street,Cash or Installments,Unknown,تشطيب,2965000,16291.21
"13,530,000 EGP",123,2,2 bathroom,2,2028,Broker,Garden,Cash or Installments,Village West Compound,Basic,13530000,110000
"16,560,000 EGP",150,3,2 bathroom,3,2025,Broker,Main Street,Cash or Installments,Unknown,Basic,16560000,110400
"2,829,000 EGP",123,3,3 bathroom,2,2027,Broker,Main Street,Cash or Installments,Address Home Compound,Basic,2829000,23000
"4,700,000 EGP",170,3,2 bathroom,1,2006,Broker,Side Street,Cash,شارع هشام لبيب,Basic,4700000,27647.06
"4,000,000 EGP",190,3,2 bathroom,13,2013,Broker,Main Street,Cash,Zaki Ragab St.,Basic,4000000,21052.63
"3,307,000 EGP",135,3,2 bathroom,3,2025,Broker,Main Street,Cash,The Most Upscale,Finished,3307000,24496.3
"7,350,000 EGP",175,3,2 bathroom,4,2025,Broker,Garden,Cash,Unknown,View,7350000,42000
"8,000,000 EGP",156,2,3 bathroom,2,2027,Broker,Garden,Cash or Installments,Ever Compound,Basic,8000000,51282.05
"17,348,000 EGP",160,3,2 bathroom,2,2025,Broker,Main Street,Cash or Installments,Fifth Square Compound,Basic,17348000,108425
"6,000,000 EGP",170,3,1 bathroom,3,1993,Broker,Side Street,Cash,Nasr City,Basic,6000000,35294.12
"2,961,250 EGP",119,3,3 bathroom,,2027,Broker,Garden,Cash or Installments,Golden Square,Basic,2961250,24884.45
"4,800,000 EGP",120,2,1 bathroom,1,2017,Broker,Side Street,Cash,South Lotus,Garden,4800000,40000
"3,345,000 EGP",134,3,2 bathroom,2,2025,Broker,Main Street,Cash,The New Administrative,Finished,3345000,24962.69
"4,101,000 EGP",174,3,3 bathroom,2,2025,Broker,Main Street,Cash,Almaqsad Park,"Park, Super Lux",4101000,23568.97
"8,700,000 EGP",327,5,4 bathroom,5,2024,Broker,Garden,Cash,Rock Eden Compound,Basic,8700000,26605.5
"6,500,000 EGP",220,3,3 bathroom,8,2008,Broker,Side Street,Cash,Manial Museum St.,Basic,6500000,29545.45
"14,500,000 EGP",150,3,2 bathroom,4,2025,Broker,Other,Cash or Installments,Creek Town Compound,Basic,14500000,96666.67
"3,550,000 EGP",215,3,3 bathroom,,,EG-6587425,Main Street,Cash or Installments,Unknown,Basic,3550000,16511.63
"4,900,000 EGP",140,3,2 bathroom,8,1996,Broker,Side Street,Cash,Ramo Buildings,Super Lux,4900000,35000
"3,524,000 EGP",136,3,2 bathroom,5,2025,Broker,Garden,Installments,Latin City,Basic,3524000,25911.76
"15,526,000 EGP",121,2,2 bathroom,3,2024,Broker,Main Street,Cash or Installments,Fifth Square Compound,Basic,15526000,128314.05
